player,attack_player_id,attack_apps,attack_mins_played,attack_goals,attack_xg,attack_goals_vs_xg,attack_shots,attack_shots_on_target,attack_shot_conv,attack_xg_per_shot,attack_first_name,attack_last_name,attack_date_of_birth,attack_age,attack_team_id,attack_shirt_number,attack_squad_position,attack_squad_position_detailed,attack_player_uuid,attack_team_uuid,attack_contestantName,attack_contestantClubName,attack_contestantShortName,attack_contestantCode,carries_carries,carries_carry_distance,carries_progressive_carries,carries_progressive_distance,carries_shot_ending,carries_goal_ending,carries_chance_ending,carries_assist_ending,carries_dist_per_carry,carries_dist_per_progressive_carry,defending_tackles,defending_interceptions,defending_recoveries,defending_blocks,defending_clearances,defending_ground_duels,defending_ground_duels_won,defending_ground_duel_perc,defending_aerial_duels,defending_aerial_duels_won,defending_aerial_duel_perc,goalkeeping_team_mins,goalkeeping_team_mins_perc,goalkeeping_ogs,goalkeeping_goals_conceded,goalkeeping_saves_made,goalkeeping_save_perc,goalkeeping_goals_prevented,goalkeeping_goals_prevented_rate,goalkeeping_xgot_conceded,possession_chanceCreation_player_id,possession_chanceCreation_mins_played,possession_chanceCreation_apps,possession_chanceCreation_chances_created,possession_chanceCreation_op_chances_created,possession_chanceCreation_chances_per_100_pass,possession_chanceCreation_chances_sp_op_ratio,possession_chanceCreation_xa,possession_chanceCreation_op_xa,possession_chanceCreation_assists,possession_chanceCreation_op_assists,possession_chanceCreation_first_name,possession_chanceCreation_last_name,possession_chanceCreation_date_of_birth,possession_chanceCreation_age,possession_chanceCreation_team_id,possession_chanceCreation_shirt_number,possession_chanceCreation_squad_position,possession_chanceCreation_squad_position_detailed,possession_chanceCreation_player_uuid,possession_chanceCreation_team_uuid,possession_chanceCreation_contestantName,possession_chanceCreation_contestantClubName,possession_chanceCreation_contestantShortName,possession_chanceCreation_contestantCode,possession_passing_player_id,possession_passing_mins_played,possession_passing_apps,possession_passing_passes,possession_passing_successful_passes,possession_passing_pass_perc,possession_passing_total_final_third_passes,possession_passing_successful_final_third_passes,possession_passing_ft_pass_perc,possession_passing_op_crosses,possession_passing_successful_op_crosses,possession_passing_cross_perc,possession_passing_through_balls,possession_passing_successful_through_balls,possession_passing_through_ball_perc,possession_passing_first_name,possession_passing_last_name,possession_passing_date_of_birth,possession_passing_age,possession_passing_team_id,possession_passing_shirt_number,possession_passing_squad_position,possession_passing_squad_position_detailed,possession_passing_player_uuid,possession_passing_team_uuid,possession_passing_contestantName,possession_passing_contestantClubName,possession_passing_contestantShortName,possession_passing_contestantCode,opta_player_id,opta_player_uuid
Ellis Simms,218997.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ellis,Simms,2001-01-05,25.66,9.0,9.0,Forward,Striker,4b3axlxopby87f4luevihgwdl,dacoc20k0n3fxu4zek8wufmko,Coventry City FC,Coventry City,Coventry,COV,3.0,48.116,3.0,33.81,0.0,0.0,0.0,0.0,16.039,11.27,0.0,0.0,2.0,0.0,1.0,6.0,2.0,33.333,3.0,3.0,100.0,,,,,,,,,,218997.0,70.0,1.0,1.0,1.0,7.69,0.0,0.007,0.007,0.0,0.0,Ellis,Simms,2001-01-05,25.66,9.0,9.0,Forward,Striker,4b3axlxopby87f4luevihgwdl,dacoc20k0n3fxu4zek8wufmko,Coventry City FC,Coventry City,Coventry,COV,218997.0,70.0,1.0,13.0,9.0,69.23,5.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,Ellis,Simms,2001-01-05,25.66,9.0,9.0,Forward,Striker,4b3axlxopby87f4luevihgwdl,dacoc20k0n3fxu4zek8wufmko,Coventry City FC,Coventry City,Coventry,COV,218997,4b3axlxopby87f4luevihgwdl
Emersonn,543968.0,1.0,66.0,1.0,0.82,0.18,3.0,2.0,33.33,0.27,Emersonn,Correia da Silva,2004-07-16,22.13,40.0,19.0,Forward,Striker,9yr3pfa15sb0lljanpcer15p0,8b523ujgl21tbc01me65q0aoh,Ipswich Town FC,Ipswich Town,Ipswich,IPS,4.0,48.25,4.0,43.89,0.0,0.0,1.0,0.0,12.062,10.972,1.0,0.0,1.0,0.0,1.0,5.0,4.0,80.0,5.0,3.0,60.0,,,,,,,,,,543968.0,66.0,1.0,2.0,2.0,18.18,0.0,0.063,0.063,0.0,0.0,Emersonn,Correia da Silva,2004-07-16,22.13,40.0,19.0,Forward,Striker,9yr3pfa15sb0lljanpcer15p0,8b523ujgl21tbc01me65q0aoh,Ipswich Town FC,Ipswich Town,Ipswich,IPS,543968.0,66.0,1.0,11.0,9.0,81.82,3.0,2.0,66.67,1.0,1.0,100.0,0.0,0.0,0.0,Emersonn,Correia da Silva,2004-07-16,22.13,40.0,19.0,Forward,Striker,9yr3pfa15sb0lljanpcer15p0,8b523ujgl21tbc01me65q0aoh,Ipswich Town FC,Ipswich Town,Ipswich,IPS,543968,9yr3pfa15sb0lljanpcer15p0
Emile Smith Rowe,209289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Emile,Smith Rowe,2000-07-28,26.1,54.0,32.0,Midfielder,Attacking Midfielder,209289,hzqh7z0mdl3v7gwete66syxp,Fulham FC,Fulham,Fulham,FUL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,209289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Emile,Smith Rowe,2000-07-28,26.1,54.0,32.0,Midfielder,Attacking Midfielder,209289,hzqh7z0mdl3v7gwete66syxp,Fulham FC,Fulham,Fulham,FUL,209289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Emile,Smith Rowe,2000-07-28,26.1,54.0,32.0,Midfielder,Attacking Midfielder,209289,hzqh7z0mdl3v7gwete66syxp,Fulham FC,Fulham,Fulham,FUL,209289,209289
Emiliano Buendía,195546.0,1.0,86.0,0.0,0.13,-0.13,3.0,0.0,0.0,0.04,Emiliano,Buendía,1996-12-25,29.69,7.0,10.0,Midfielder,Attacking Midfielder,l0qqn9tlgov91p5d1zzdupcl,b496gs285it6bheuikox6z9mj,Aston Villa FC,Aston Villa,Villa,AVL,5.0,39.877,1.0,-15.96,1.0,0.0,0.0,0.0,7.975,-15.96,1.0,2.0,3.0,0.0,1.0,6.0,3.0,50.0,8.0,2.0,25.0,,,,,,,,,,195546.0,86.0,1.0,1.0,0.0,0.0,100.0,0.088,0.017,0.0,0.0,Emiliano,Buendía,1996-12-25,29.69,7.0,10.0,Midfielder,Attacking Midfielder,l0qqn9tlgov91p5d1zzdupcl,b496gs285it6bheuikox6z9mj,Aston Villa FC,Aston Villa,Villa,AVL,195546.0,86.0,1.0,17.0,16.0,94.12,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Emiliano,Buendía,1996-12-25,29.69,7.0,10.0,Midfielder,Attacking Midfielder,l0qqn9tlgov91p5d1zzdupcl,b496gs285it6bheuikox6z9mj,Aston Villa FC,Aston Villa,Villa,AVL,195546,l0qqn9tlgov91p5d1zzdupcl
Enzo Fernández,448047.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Enzo,Fernández,2001-01-17,25.62,8.0,8.0,Midfielder,0,1zxwich342p8fholev7ddkwh6,9q0arba2kbnywth8bkxlhgmdr,Chelsea FC,Chelsea,Chelsea,CHE,3.0,32.601,0.0,-14.7,0.0,0.0,0.0,0.0,10.867,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0,0.0,,,,,,,,,,448047.0,25.0,1.0,1.0,1.0,4.76,0.0,0.016,0.016,0.0,0.0,Enzo,Fernández,2001-01-17,25.62,8.0,8.0,Midfielder,0,1zxwich342p8fholev7ddkwh6,9q0arba2kbnywth8bkxlhgmdr,Chelsea FC,Chelsea,Chelsea,CHE,448047.0,25.0,1.0,21.0,19.0,90.48,4.0,3.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,Enzo,Fernández,2001-01-17,25.62,8.0,8.0,Midfielder,0,1zxwich342p8fholev7ddkwh6,9q0arba2kbnywth8bkxlhgmdr,Chelsea FC,Chelsea,Chelsea,CHE,448047,1zxwich342p8fholev7ddkwh6
Enzo Le Fée,484420.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Enzo,Le Fée,2000-02-03,26.58,56.0,28.0,Midfielder,0,44o5mjglkzqxctz07ust9bcru,1r3545b2dzan8yqa80gtmcjch,Sunderland AFC,Sunderland,Sunderland,SUN,12.0,118.777,6.0,49.245,0.0,0.0,0.0,0.0,9.898,8.208,1.0,0.0,1.0,0.0,0.0,11.0,3.0,27.273,0.0,0.0,0.0,,,,,,,,,,484420.0,80.0,1.0,0.0,0.0,0.0,0.0,0.029,0.029,0.0,0.0,Enzo,Le Fée,2000-02-03,26.58,56.0,28.0,Midfielder,0,44o5mjglkzqxctz07ust9bcru,1r3545b2dzan8yqa80gtmcjch,Sunderland AFC,Sunderland,Sunderland,SUN,484420.0,80.0,1.0,44.0,39.0,88.64,16.0,14.0,87.5,2.0,0.0,0.0,1.0,0.0,0.0,Enzo,Le Fée,2000-02-03,26.58,56.0,28.0,Midfielder,0,44o5mjglkzqxctz07ust9bcru,1r3545b2dzan8yqa80gtmcjch,Sunderland AFC,Sunderland,Sunderland,SUN,484420,44o5mjglkzqxctz07ust9bcru
Erling Haaland,223094.0,1.0,90.0,0.0,0.74,-0.74,5.0,2.0,0.0,0.15,Erling,Haaland,2000-07-21,26.12,43.0,9.0,Forward,Striker,atzboo800gv7gic2rgvgo0kq1,a3nyxabgsqlnqfkeg41m6tnpp,Manchester City FC,Manchester City,Man City,MCI,5.0,100.644,4.0,81.585,0.0,0.0,0.0,0.0,20.129,20.396,0.0,0.0,3.0,0.0,0.0,3.0,1.0,33.333,2.0,2.0,100.0,,,,,,,,,,223094.0,90.0,1.0,0.0,0.0,0.0,0.0,0.016,0.016,0.0,0.0,Erling,Haaland,2000-07-21,26.12,43.0,9.0,Forward,Striker,atzboo800gv7gic2rgvgo0kq1,a3nyxabgsqlnqfkeg41m6tnpp,Manchester City FC,Manchester City,Man City,MCI,223094.0,90.0,1.0,16.0,11.0,68.75,9.0,5.0,55.56,0.0,0.0,0.0,1.0,0.0,0.0,Erling,Haaland,2000-07-21,26.12,43.0,9.0,Forward,Striker,atzboo800gv7gic2rgvgo0kq1,a3nyxabgsqlnqfkeg41m6tnpp,Manchester City FC,Manchester City,Man City,MCI,223094,atzboo800gv7gic2rgvgo0kq1
Estêvão,624773.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Estêvão Willian,Almeida de Oliveira Gonçalves,2007-04-24,19.36,8.0,41.0,Forward,Winger,8ezfdv6lgv4gz8kogxvvn1rtg,9q0arba2kbnywth8bkxlhgmdr,Chelsea FC,Chelsea,Chelsea,CHE,2.0,22.205,2.0,22.05,0.0,0.0,0.0,0.0,11.102,11.025,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,624773.0,7.0,1.0,0.0,0.0,0.0,0.0,0.002,0.001,0.0,0.0,Estêvão Willian,Almeida de Oliveira Gonçalves,2007-04-24,19.36,8.0,41.0,Forward,Winger,8ezfdv6lgv4gz8kogxvvn1rtg,9q0arba2kbnywth8bkxlhgmdr,Chelsea FC,Chelsea,Chelsea,CHE,624773.0,7.0,1.0,4.0,3.0,75.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Estêvão Willian,Almeida de Oliveira Gonçalves,2007-04-24,19.36,8.0,41.0,Forward,Winger,8ezfdv6lgv4gz8kogxvvn1rtg,9q0arba2kbnywth8bkxlhgmdr,Chelsea FC,Chelsea,Chelsea,CHE,624773,8ezfdv6lgv4gz8kogxvvn1rtg
Ethan Ampadu,199598.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethan,Ampadu,2000-09-14,25.97,2.0,4.0,Midfielder,Defensive Midfielder,f1ma05bi3t1hfbflylx5d9tyh,48gk2hpqtsl6p9sx9kjhaydq4,Leeds United FC,Leeds United,Leeds,LEE,9.0,78.501,5.0,38.43,0.0,0.0,0.0,0.0,8.722,7.686,2.0,3.0,5.0,0.0,3.0,10.0,5.0,50.0,2.0,0.0,0.0,,,,,,,,,,199598.0,90.0,1.0,2.0,1.0,2.04,50.0,0.038,0.015,0.0,0.0,Ethan,Ampadu,2000-09-14,25.97,2.0,4.0,Midfielder,Defensive Midfielder,f1ma05bi3t1hfbflylx5d9tyh,48gk2hpqtsl6p9sx9kjhaydq4,Leeds United FC,Leeds United,Leeds,LEE,199598.0,90.0,1.0,51.0,41.0,80.39,9.0,4.0,44.44,0.0,0.0,0.0,0.0,0.0,0.0,Ethan,Ampadu,2000-09-14,25.97,2.0,4.0,Midfielder,Defensive Midfielder,f1ma05bi3t1hfbflylx5d9tyh,48gk2hpqtsl6p9sx9kjhaydq4,Leeds United FC,Leeds United,Leeds,LEE,199598,f1ma05bi3t1hfbflylx5d9tyh
Ethan Nwaneri,499175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethan,Nwaneri,2007-03-21,19.45,3.0,22.0,Midfielder,Attacking Midfielder,499175,4dsgumo7d4zupm2ugsvm4zm4d,Arsenal FC,Arsenal,Arsenal,ARS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,499175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethan,Nwaneri,2007-03-21,19.45,3.0,22.0,Midfielder,Attacking Midfielder,499175,4dsgumo7d4zupm2ugsvm4zm4d,Arsenal FC,Arsenal,Arsenal,ARS,499175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethan,Nwaneri,2007-03-21,19.45,3.0,22.0,Midfielder,Attacking Midfielder,499175,4dsgumo7d4zupm2ugsvm4zm4d,Arsenal FC,Arsenal,Arsenal,ARS,499175,499175
Ethan Pinnock,231065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethan,Pinnock,1993-05-29,33.27,94.0,5.0,Defender,Central Defender,231065,7yx5dqhhphyvfisohikodajhv,Brentford FC,Brentford,Brentford,BRE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,231065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethan,Pinnock,1993-05-29,33.27,94.0,5.0,Defender,Central Defender,231065,7yx5dqhhphyvfisohikodajhv,Brentford FC,Brentford,Brentford,BRE,231065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethan,Pinnock,1993-05-29,33.27,94.0,5.0,Defender,Central Defender,231065,7yx5dqhhphyvfisohikodajhv,Brentford FC,Brentford,Brentford,BRE,231065,231065
Evanilson,444102.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Francisco Evanilson,de Lima Barbosa,1999-10-06,26.91,91.0,9.0,Forward,Striker,2wl0uylmkzi2ls7v4amgaa1yi,1pse9ta7a45pi2w2grjim70ge,AFC Bournemouth,Bournemouth,Bournemouth,BOU,2.0,50.19,2.0,45.78,0.0,0.0,0.0,0.0,25.095,22.89,1.0,3.0,3.0,0.0,1.0,7.0,2.0,28.571,1.0,0.0,0.0,,,,,,,,,,444102.0,75.0,1.0,1.0,1.0,0.0,0.0,0.215,0.215,1.0,1.0,Francisco Evanilson,de Lima Barbosa,1999-10-06,26.91,91.0,9.0,Forward,Striker,2wl0uylmkzi2ls7v4amgaa1yi,1pse9ta7a45pi2w2grjim70ge,AFC Bournemouth,Bournemouth,Bournemouth,BOU,444102.0,75.0,1.0,13.0,10.0,76.92,3.0,2.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,Francisco Evanilson,de Lima Barbosa,1999-10-06,26.91,91.0,9.0,Forward,Striker,2wl0uylmkzi2ls7v4amgaa1yi,1pse9ta7a45pi2w2grjim70ge,AFC Bournemouth,Bournemouth,Bournemouth,BOU,444102,2wl0uylmkzi2ls7v4amgaa1yi
Evann Guessand,485337.0,1.0,27.0,0.0,0.03,-0.03,1.0,1.0,0.0,0.03,Evann,Guessand,2001-07-01,25.17,31.0,29.0,Forward,Striker,7k0r5crdh9blj3edt31zwy0dm,1c8m2ko0wxq1asfkuykurdr0y,Crystal Palace FC,Crystal Palace,Palace,CRY,4.0,43.678,3.0,41.685,1.0,0.0,0.0,0.0,10.92,13.895,1.0,0.0,0.0,0.0,0.0,5.0,1.0,20.0,0.0,0.0,0.0,,,,,,,,,,485337.0,27.0,1.0,0.0,0.0,0.0,0.0,0.017,0.017,0.0,0.0,Evann,Guessand,2001-07-01,25.17,31.0,29.0,Forward,Striker,7k0r5crdh9blj3edt31zwy0dm,1c8m2ko0wxq1asfkuykurdr0y,Crystal Palace FC,Crystal Palace,Palace,CRY,485337.0,27.0,1.0,13.0,12.0,92.31,6.0,5.0,83.33,1.0,0.0,0.0,0.0,0.0,0.0,Evann,Guessand,2001-07-01,25.17,31.0,29.0,Forward,Striker,7k0r5crdh9blj3edt31zwy0dm,1c8m2ko0wxq1asfkuykurdr0y,Crystal Palace FC,Crystal Palace,Palace,CRY,485337,7k0r5crdh9blj3edt31zwy0dm
Fabian Schär,119471.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fabian,Schär,1991-12-20,34.71,4.0,5.0,Defender,Central Defender,dxxc4dioaioidmvamkzqr4b85,7vn2i2kd35zuetw6b38gw9jsz,Newcastle United FC,Newcastle United,Newcastle,NEW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,119471.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fabian,Schär,1991-12-20,34.71,4.0,5.0,Defender,Central Defender,dxxc4dioaioidmvamkzqr4b85,7vn2i2kd35zuetw6b38gw9jsz,Newcastle United FC,Newcastle United,Newcastle,NEW,119471.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fabian,Schär,1991-12-20,34.71,4.0,5.0,Defender,Central Defender,dxxc4dioaioidmvamkzqr4b85,7vn2i2kd35zuetw6b38gw9jsz,Newcastle United FC,Newcastle United,Newcastle,NEW,119471,dxxc4dioaioidmvamkzqr4b85
Florian Wirtz,494595.0,1.0,63.0,0.0,0.26,-0.26,3.0,1.0,0.0,0.09,Florian,Wirtz,2003-05-03,23.33,14.0,7.0,Midfielder,Attacking Midfielder,2k5g68ywtr79lc45wozvifqlm,c8h9bw1l82s06h77xxrelzhur,Liverpool FC,Liverpool,Liverpool,LIV,6.0,82.316,4.0,25.62,1.0,0.0,0.0,0.0,13.719,6.405,1.0,0.0,4.0,0.0,0.0,4.0,3.0,75.0,0.0,0.0,0.0,,,,,,,,,,494595.0,63.0,1.0,1.0,1.0,3.23,0.0,0.035,0.035,0.0,0.0,Florian,Wirtz,2003-05-03,23.33,14.0,7.0,Midfielder,Attacking Midfielder,2k5g68ywtr79lc45wozvifqlm,c8h9bw1l82s06h77xxrelzhur,Liverpool FC,Liverpool,Liverpool,LIV,494595.0,63.0,1.0,33.0,29.0,87.88,14.0,10.0,71.43,1.0,0.0,0.0,0.0,0.0,0.0,Florian,Wirtz,2003-05-03,23.33,14.0,7.0,Midfielder,Attacking Midfielder,2k5g68ywtr79lc45wozvifqlm,c8h9bw1l82s06h77xxrelzhur,Liverpool FC,Liverpool,Liverpool,LIV,494595,2k5g68ywtr79lc45wozvifqlm
Frank Onyeka,428580.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frank,Onyeka,1998-01-01,28.67,9.0,16.0,Midfielder,0,34b0oqo4725okjxxngin9piw9,dacoc20k0n3fxu4zek8wufmko,Coventry City FC,Coventry City,Coventry,COV,10.0,74.518,2.0,8.61,0.0,0.0,0.0,0.0,7.452,4.305,1.0,3.0,5.0,0.0,0.0,6.0,2.0,33.333,0.0,0.0,0.0,,,,,,,,,,428580.0,90.0,1.0,0.0,0.0,0.0,0.0,0.005,0.005,0.0,0.0,Frank,Onyeka,1998-01-01,28.67,9.0,16.0,Midfielder,0,34b0oqo4725okjxxngin9piw9,dacoc20k0n3fxu4zek8wufmko,Coventry City FC,Coventry City,Coventry,COV,428580.0,90.0,1.0,22.0,16.0,72.73,6.0,4.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,Frank,Onyeka,1998-01-01,28.67,9.0,16.0,Midfielder,0,34b0oqo4725okjxxngin9piw9,dacoc20k0n3fxu4zek8wufmko,Coventry City FC,Coventry City,Coventry,COV,428580,34b0oqo4725okjxxngin9piw9
Gabriel Magalhães,226597.0,1.0,90.0,0.0,0.05,-0.05,1.0,0.0,0.0,0.05,Gabriel,dos Santos Magalhães,1997-12-19,28.71,3.0,6.0,Defender,Central Defender,8libvn3hxypz8x7gm4mr7kj55,4dsgumo7d4zupm2ugsvm4zm4d,Arsenal FC,Arsenal,Arsenal,ARS,7.0,78.081,5.0,66.675,0.0,0.0,0.0,0.0,11.154,13.335,0.0,1.0,2.0,0.0,3.0,5.0,2.0,40.0,4.0,0.0,0.0,,,,,,,,,,226597.0,90.0,1.0,0.0,0.0,0.0,0.0,0.009,0.009,0.0,0.0,Gabriel,dos Santos Magalhães,1997-12-19,28.71,3.0,6.0,Defender,Central Defender,8libvn3hxypz8x7gm4mr7kj55,4dsgumo7d4zupm2ugsvm4zm4d,Arsenal FC,Arsenal,Arsenal,ARS,226597.0,90.0,1.0,57.0,54.0,94.74,8.0,6.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,Gabriel,dos Santos Magalhães,1997-12-19,28.71,3.0,6.0,Defender,Central Defender,8libvn3hxypz8x7gm4mr7kj55,4dsgumo7d4zupm2ugsvm4zm4d,Arsenal FC,Arsenal,Arsenal,ARS,226597,8libvn3hxypz8x7gm4mr7kj55
George Hemmings,577285.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,George,Hemmings,2007-03-04,19.5,7.0,53.0,Midfielder,Central Midfielder,ak6mqx5tyz1duwg1u3v4fwfmc,b496gs285it6bheuikox6z9mj,Aston Villa FC,Aston Villa,Villa,AVL,7.0,78.592,3.0,21.105,0.0,0.0,1.0,0.0,11.227,7.035,3.0,0.0,2.0,0.0,0.0,5.0,4.0,80.0,4.0,2.0,50.0,,,,,,,,,,577285.0,90.0,1.0,1.0,1.0,7.69,0.0,0.001,0.001,0.0,0.0,George,Hemmings,2007-03-04,19.5,7.0,53.0,Midfielder,Central Midfielder,ak6mqx5tyz1duwg1u3v4fwfmc,b496gs285it6bheuikox6z9mj,Aston Villa FC,Aston Villa,Villa,AVL,577285.0,90.0,1.0,13.0,6.0,46.15,4.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,George,Hemmings,2007-03-04,19.5,7.0,53.0,Midfielder,Central Midfielder,ak6mqx5tyz1duwg1u3v4fwfmc,b496gs285it6bheuikox6z9mj,Aston Villa FC,Aston Villa,Villa,AVL,577285,ak6mqx5tyz1duwg1u3v4fwfmc
Georginio Rutter,463067.0,1.0,90.0,0.0,0.08,-0.08,2.0,0.0,0.0,0.04,Georginio,Rutter,2002-04-20,24.37,36.0,10.0,Forward,Striker,e8ekkg0yayhhmmhinl0v9une,e5p0ehyguld7egzhiedpdnc3w,Brighton & Hove Albion FC,Brighton & Hove Albion,Brighton,BHA,6.0,89.353,5.0,83.895,0.0,0.0,1.0,1.0,14.892,16.779,2.0,0.0,4.0,0.0,1.0,9.0,4.0,44.444,0.0,0.0,0.0,,,,,,,,,,463067.0,90.0,1.0,1.0,1.0,0.0,0.0,0.443,0.443,1.0,1.0,Georginio,Rutter,2002-04-20,24.37,36.0,10.0,Forward,Striker,e8ekkg0yayhhmmhinl0v9une,e5p0ehyguld7egzhiedpdnc3w,Brighton & Hove Albion FC,Brighton & Hove Albion,Brighton,BHA,463067.0,90.0,1.0,12.0,7.0,58.33,7.0,5.0,71.43,0.0,0.0,0.0,0.0,0.0,0.0,Georginio,Rutter,2002-04-20,24.37,36.0,10.0,Forward,Striker,e8ekkg0yayhhmmhinl0v9une,e5p0ehyguld7egzhiedpdnc3w,Brighton & Hove Albion FC,Brighton & Hove Albion,Brighton,BHA,463067,e8ekkg0yayhhmmhinl0v9une
Geovany Quenda,593117.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Geovany,Tcherno Quenda,2007-04-30,19.34,8.0,23.0,Midfielder,Winger,9c82id3h8v3cahh5fpwtzqlg4,9q0arba2kbnywth8bkxlhgmdr,Chelsea FC,Chelsea,Chelsea,CHE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,593117.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Geovany,Tcherno Quenda,2007-04-30,19.34,8.0,23.0,Midfielder,Winger,9c82id3h8v3cahh5fpwtzqlg4,9q0arba2kbnywth8bkxlhgmdr,Chelsea FC,Chelsea,Chelsea,CHE,593117.0,8.0,1.0,4.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Geovany,Tcherno Quenda,2007-04-30,19.34,8.0,23.0,Midfielder,Winger,9c82id3h8v3cahh5fpwtzqlg4,9q0arba2kbnywth8bkxlhgmdr,Chelsea FC,Chelsea,Chelsea,CHE,593117,9c82id3h8v3cahh5fpwtzqlg4
Gianluigi Donnarumma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,100.0,0.0,1.0,3.0,75.0,0.7,1.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204936,4cetkl0w2uq40ccti5ka6a4t1
Gonzalo García,551466.0,1.0,90.0,1.0,0.73,0.27,3.0,1.0,33.33,0.24,Gonzalo,García,2004-03-24,22.44,54.0,7.0,Forward,Winger,4o9d3hpjlicgce9gtbewyzhn8,hzqh7z0mdl3v7gwete66syxp,Fulham FC,Fulham,Fulham,FUL,7.0,75.57,3.0,18.9,1.0,0.0,0.0,0.0,10.796,6.3,1.0,0.0,1.0,0.0,0.0,11.0,4.0,36.364,6.0,4.0,66.667,,,,,,,,,,551466.0,90.0,1.0,0.0,0.0,0.0,0.0,0.007,0.006,0.0,0.0,Gonzalo,García,2004-03-24,22.44,54.0,7.0,Forward,Winger,4o9d3hpjlicgce9gtbewyzhn8,hzqh7z0mdl3v7gwete66syxp,Fulham FC,Fulham,Fulham,FUL,551466.0,90.0,1.0,27.0,23.0,85.19,9.0,6.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,Gonzalo,García,2004-03-24,22.44,54.0,7.0,Forward,Winger,4o9d3hpjlicgce9gtbewyzhn8,hzqh7z0mdl3v7gwete66syxp,Fulham FC,Fulham,Fulham,FUL,551466,4o9d3hpjlicgce9gtbewyzhn8
