canonical_id,name,team,fotmob_id,carries_STILL_COMBINED_R1R2,carry_distance_STILL_COMBINED_R1R2,progressive_carries_STILL_COMBINED_R1R2,progressive_distance_STILL_COMBINED_R1R2,shot_ending_STILL_COMBINED_R1R2,goal_ending_STILL_COMBINED_R1R2,chance_ending_STILL_COMBINED_R1R2,assist_ending_STILL_COMBINED_R1R2,dist_per_carry_STILL_COMBINED_R1R2,dist_per_progressive_carry_STILL_COMBINED_R1R2,op_xa_STILL_COMBINED_R1R2,touches_r1,minutes_r1,touches_r2,minutes_r2,weight_r1,imputation_source,carries_imputed_r1,carries_imputed_r2,carry_distance_imputed_r1,carry_distance_imputed_r2,progressive_carries_imputed_r1,progressive_carries_imputed_r2,progressive_distance_imputed_r1,progressive_distance_imputed_r2,shot_ending_imputed_r1,shot_ending_imputed_r2,goal_ending_imputed_r1,goal_ending_imputed_r2,chance_ending_imputed_r1,chance_ending_imputed_r2,assist_ending_imputed_r1,assist_ending_imputed_r2,dist_per_carry_imputed_r1,dist_per_carry_imputed_r2,dist_per_progressive_carry_imputed_r1,dist_per_progressive_carry_imputed_r2,op_xa_imputed_r1,op_xa_imputed_r2
new_2026_65,Andrés García,Getafe,1430406,26.0,326.204,10.0,135.03,1.0,0.0,0.0,0.0,12.546,13.503,0.022,43.0,81.0,55.0,85.0,0.4387755102040816,touches,11.408163265306122,14.59183673469388,143.13032653061225,183.07367346938778,4.387755102040816,5.612244897959185,59.24785714285714,75.78214285714287,0.4387755102040816,0.5612244897959184,0.0,0.0,0.0,0.0,0.0,0.0,5.5048775510204075,7.041122448979593,5.924785714285714,7.578214285714287,0.009653061224489796,0.012346938775510205
94273,Ante Budimir,Osasuna,251269,1.0,11.664,1.0,8.715,0.0,0.0,0.0,0.0,11.664,8.715,0.0,12.0,32.0,21.0,80.0,0.36363636363636365,touches,0.36363636363636365,0.6363636363636364,4.241454545454546,7.422545454545454,0.36363636363636365,0.6363636363636364,3.169090909090909,5.545909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.241454545454546,7.422545454545454,3.169090909090909,5.545909090909091,0.0,0.0
new_2026_16,Anthony Gordon,Barcelona,906937,4.0,71.042,4.0,59.43,1.0,0.0,2.0,2.0,17.76,14.858,0.327,37.0,80.0,15.0,25.0,0.7115384615384616,touches,2.8461538461538463,1.1538461538461537,50.54911538461539,20.492884615384614,2.8461538461538463,1.1538461538461537,42.28673076923077,17.143269230769228,0.7115384615384616,0.28846153846153844,0.0,0.0,1.4230769230769231,0.5769230769230769,1.4230769230769231,0.5769230769230769,12.636923076923079,5.123076923076923,10.572038461538462,4.285961538461538,0.23267307692307693,0.09432692307692307
437465,Antonio Blanco,Alaves,845998,20.0,203.804,11.0,117.18,0.0,0.0,1.0,0.0,10.19,10.653,0.031,53.0,89.0,65.0,90.0,0.4491525423728814,touches,8.983050847457628,11.016949152542372,91.53908474576272,112.26491525423728,4.9406779661016955,6.0593220338983045,52.63169491525424,64.54830508474576,0.0,0.0,0.0,0.0,0.4491525423728814,0.5508474576271186,0.0,0.0,4.576864406779661,5.613135593220338,4.784822033898306,5.868177966101695,0.013923728813559322,0.017076271186440676
102380,Antonio Rüdiger,Real Madrid,276738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,even_split_fallback_no_data,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176245,Antonio Sivera,Alaves,530468,,,,,,,,,,,,37.0,90.0,34.0,90.0,0.5211267605633803,touches,,,,,,,,,,,,,,,,,,,,,,
467169,Antony,Real Betis,967622,39.0,516.369,30.0,359.31,4.0,0.0,2.0,0.0,13.24,11.977,0.547,69.0,90.0,66.0,90.0,0.5111111111111111,touches,19.93333333333333,19.06666666666667,263.9219333333333,252.4470666666667,15.333333333333332,14.666666666666668,183.6473333333333,175.6626666666667,2.0444444444444443,1.9555555555555557,0.0,0.0,1.0222222222222221,0.9777777777777779,0.0,0.0,6.76711111111111,6.47288888888889,6.121577777777778,5.855422222222223,0.27957777777777776,0.2674222222222223
520250,Arda Güler,Real Madrid,1253890,29.0,370.001,13.0,75.915,0.0,0.0,2.0,0.0,12.759,5.84,0.849,59.0,78.0,62.0,64.0,0.48760330578512395,touches,14.140495867768594,14.859504132231407,180.41371074380163,189.58728925619837,6.338842975206611,6.66115702479339,37.01640495867769,38.898595041322324,0.0,0.0,0.0,0.0,0.9752066115702479,1.0247933884297522,0.0,0.0,6.221330578512396,6.537669421487604,2.8476033057851238,2.9923966942148765,0.4139752066115702,0.4350247933884298
new_2026_9,Arnau Ortiz,Atlético de Madrid,1297989,6.0,106.094,5.0,77.28,0.0,0.0,1.0,0.0,17.682,15.456,0.163,16.0,57.0,0.0,0.0,1.0,touches,6.0,0.0,106.094,0.0,5.0,0.0,77.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.682,0.0,15.456,0.0,0.163,0.0
220307,Arnaut Danjuma,Valencia,704151,11.0,150.968,5.0,65.52,3.0,0.0,0.0,0.0,13.724,13.104,0.027,16.0,55.0,28.0,83.0,0.36363636363636365,touches,4.0,7.0,54.89745454545454,96.07054545454545,1.8181818181818183,3.1818181818181817,23.825454545454544,41.69454545454545,1.0909090909090908,1.9090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,4.990545454545455,8.733454545454546,4.765090909090909,8.338909090909091,0.009818181818181818,0.01718181818181818
new_2026_146,Arouna Sangante,Sevilla,1244272,20.0,210.247,10.0,82.74,0.0,0.0,0.0,0.0,10.512,8.274,0.005,58.0,90.0,51.0,68.0,0.5321100917431193,touches,10.642201834862385,9.357798165137615,111.8745504587156,98.37244954128441,5.321100917431193,4.678899082568807,44.026788990825686,38.71321100917431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5935412844036705,4.91845871559633,4.402678899082568,3.8713211009174304,0.0026605504587155966,0.0023394495412844035
475612,Arsen Zakharyan,Real Sociedad,1175610,1.0,13.971,1.0,13.965,0.0,0.0,0.0,0.0,13.971,13.965,0.001,0.0,0.0,7.0,3.0,0.0,touches,0.0,1.0,0.0,13.971,0.0,1.0,0.0,13.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.971,0.0,13.965,0.0,0.001
646142,Asier Osambela,Osasuna,1431121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,90.0,0.0,0.0,1.0,touches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173209,Augusto Batalla,Rayo Vallecano,621415,,,,,,,,,,,,52.0,90.0,26.0,60.0,0.6666666666666666,touches,,,,,,,,,,,,,,,,,,,,,,
146941,Aymeric Laporte,Athletic Club,411617,11.0,112.149,9.0,89.67,0.0,0.0,0.0,0.0,10.195,9.963,0.098,44.0,90.0,50.0,32.0,0.46808510638297873,touches,5.148936170212766,5.851063829787234,52.495276595744684,59.65372340425532,4.212765957446809,4.787234042553191,41.9731914893617,47.6968085106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.772127659574468,5.422872340425532,4.663531914893617,5.2994680851063825,0.04587234042553192,0.052127659574468084
168580,Ayoze Pérez,Villarreal,479020,14.0,147.849,8.0,103.32,1.0,0.0,1.0,0.0,10.561,12.915,0.037,23.0,56.0,34.0,61.0,0.40350877192982454,touches,5.649122807017544,8.350877192982457,59.65836842105262,88.19063157894738,3.2280701754385963,4.771929824561404,41.69052631578947,61.62947368421053,0.40350877192982454,0.5964912280701755,0.0,0.0,0.40350877192982454,0.5964912280701755,0.0,0.0,4.261456140350877,6.299543859649123,5.211315789473684,7.703684210526316,0.014929824561403507,0.022070175438596493
new_2026_76,Aïssa Mandi,Levante,210683,29.0,247.427,17.0,162.015,0.0,0.0,0.0,0.0,8.532,9.53,0.019,80.0,90.0,77.0,90.0,0.5095541401273885,touches,14.777070063694268,14.222929936305732,126.07745222929935,121.34954777070064,8.662420382165605,8.337579617834395,82.55541401273885,79.45958598726114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3475159235668785,4.1844840764331215,4.8560509554140125,4.673949044585987,0.009681528662420382,0.009318471337579617
new_2026_139,Bernardo Silva,Real Madrid,488139,27.0,288.219,15.0,119.07,0.0,0.0,0.0,0.0,10.675,7.938,0.162,88.0,86.0,68.0,80.0,0.5641025641025641,touches,15.23076923076923,11.76923076923077,162.5850769230769,125.63392307692308,8.461538461538462,6.538461538461538,67.1676923076923,51.90230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.021794871794872,4.653205128205129,4.477846153846154,3.460153846153846,0.09138461538461538,0.07061538461538462
new_2026_4,Beñat Gerenabarrena,Athletic Club,1425173,10.0,95.019,4.0,4.62,0.0,0.0,0.0,0.0,9.502,1.155,0.018,13.0,20.0,60.0,83.0,0.1780821917808219,touches,1.7808219178082192,8.21917808219178,16.921191780821918,78.09780821917808,0.7123287671232876,3.287671232876712,0.8227397260273972,3.7972602739726025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69213698630137,7.809863013698631,0.2056849315068493,0.9493150684931506,0.003205479452054794,0.014794520547945203
488026,Beñat Turrientes,Real Sociedad,1210647,21.0,192.302,10.0,110.985,0.0,0.0,0.0,0.0,9.157,11.098,0.067,85.0,90.0,26.0,18.0,0.7657657657657657,touches,16.08108108108108,4.91891891891892,147.25828828828827,45.04371171171172,7.657657657657657,2.342342342342343,84.98851351351351,25.996486486486493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.012117117117117,2.144882882882883,8.498468468468468,2.5995315315315324,0.0513063063063063,0.015693693693693698
202044,Borja Iglesias,Celta Vigo,609505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,even_split_fallback_no_data,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199248,Borja Mayoral,Getafe,635772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,touches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216183,Brahim Díaz,Real Madrid,750027,4.0,67.431,4.0,61.95,0.0,0.0,0.0,0.0,16.858,15.488,0.004,17.0,12.0,0.0,0.0,1.0,touches,4.0,0.0,67.431,0.0,4.0,0.0,61.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.858,0.0,15.488,0.0,0.004,0.0
new_2026_17,Brian Fariñas,Barcelona,1821727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,even_split_fallback_no_data,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633425,Buba Sangaré,Elche,1583872,17.0,241.889,8.0,91.77,0.0,0.0,0.0,0.0,14.229,11.471,0.029,66.0,90.0,41.0,90.0,0.616822429906542,touches,10.485981308411214,6.514018691588785,149.20256074766354,92.68643925233646,4.934579439252336,3.065420560747664,56.60579439252336,35.16420560747664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.776766355140186,5.452233644859813,7.0755700934579435,4.395429906542057,0.017887850467289718,0.011112149532710282
new_2026_56,Cala,Espanyol,,17.0,159.78,9.0,66.045,1.0,0.0,0.0,0.0,9.399,7.338,0.112,0.0,0.0,0.0,0.0,0.5,even_split_fallback_no_data,8.5,8.5,79.89,79.89,4.5,4.5,33.0225,33.0225,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.6995,4.6995,3.669,3.669,0.056,0.056
