source,native_id,name,team_name,team_norm,team_cluster,cluster_id
fotmob,863822,Joel Latibeaudiere,Coventry City,coventry city,coventry,new_2026_35
fotmob,914399,Liam Kitching,Coventry City,coventry city,coventry,new_2026_36
fotmob,962000,Josh Eccles,Coventry City,coventry city,coventry,new_2026_37
fotmob,1025603,Tatsuhiro Sakamoto,Coventry City,coventry city,coventry,new_2026_38
fotmob,1477878,Anan Khalaili,Crystal Palace,crystal palace,crystal palace,new_2026_39
opta,570794,Anan Khalaili,Crystal Palace,crystal palace,crystal palace,new_2026_39
whoscored,444136,Anan Khalaili,Crystal Palace,crystal palace,crystal palace,new_2026_39
fotmob,1053679,Zion Suzuki,Aston Villa,aston villa,aston villa,new_2026_4
fotmob,1664722,Jaydee Canvot,Crystal Palace,crystal palace,crystal palace,new_2026_40
opta,651426,Jaydee Canvot,Crystal Palace,crystal palace,crystal palace,new_2026_40
whoscored,531676,Jaydee Canvot,Crystal Palace,crystal palace,crystal palace,new_2026_40
fotmob,664444,Takehiro Tomiyasu,Crystal Palace,crystal palace,crystal palace,new_2026_41
opta,223723,Takehiro Tomiyasu,Crystal Palace,crystal palace,crystal palace,new_2026_41
whoscored,377283,Takehiro Tomiyasu,Crystal Palace,crystal palace,crystal palace,new_2026_41
opta,488024,Yéremy Pino,Crystal Palace,crystal palace,crystal palace,new_2026_42
whoscored,403865,Yéremy Pino,Crystal Palace,crystal palace,crystal palace,new_2026_42
fotmob,952095,Óscar Mingueza,Crystal Palace,crystal palace,crystal palace,new_2026_43
opta,242313,Óscar Mingueza,Crystal Palace,crystal palace,crystal palace,new_2026_43
fotmob,982394,Hayden Hackney,Everton,everton,everton,new_2026_44
opta,244860,Hayden Hackney,Everton,everton,everton,new_2026_44
whoscored,388651,Hayden Hackney,Everton,everton,everton,new_2026_44
fotmob,1403691,César Palacios,Fulham,fulham,fulham,new_2026_45
opta,571779,César Palacios,Fulham,fulham,fulham,new_2026_45
whoscored,534901,César Palacios,Fulham,fulham,fulham,new_2026_45
fotmob,1413847,Gonzalo García,Fulham,fulham,fulham,new_2026_46
opta,551466,Gonzalo García,Fulham,fulham,fulham,new_2026_46
whoscored,498798,Gonzalo García,Fulham,fulham,fulham,new_2026_46
fotmob,1399943,Luc De Fougerolles,Fulham,fulham,fulham,new_2026_47
opta,547686,Luc De Fougerolles,Fulham,fulham,fulham,new_2026_47
fotmob,1281452,Shea Charles,Fulham,fulham,fulham,new_2026_48
opta,463210,Shea Charles,Fulham,fulham,fulham,new_2026_48
whoscored,428060,Shea Charles,Fulham,fulham,fulham,new_2026_48
fotmob,1072068,Konstantinos Tzolakis,Hull City,hull city,hull,new_2026_49
whoscored,397331,Konstantinos Tzolakis,Hull,hull,hull,new_2026_49
fotmob,1292092,António Silva,Bournemouth,bournemouth,bournemouth,new_2026_5
opta,483067,António Silva,Bournemouth,bournemouth,bournemouth,new_2026_5
whoscored,443613,António Silva,Bournemouth,bournemouth,bournemouth,new_2026_5
fotmob,410836,Semi Ajayi,Hull City,hull city,hull,new_2026_50
whoscored,247815,Semi Ajayi,Hull,hull,hull,new_2026_50
fotmob,1428427,Nobel Mendy,Hull City,hull city,hull,new_2026_51
whoscored,469508,Nobel Mendy,Hull,hull,hull,new_2026_51
fotmob,295062,John Egan,Hull City,hull city,hull,new_2026_52
whoscored,108632,John Egan,Hull,hull,hull,new_2026_52
fotmob,807930,Regan Slater,Hull City,hull city,hull,new_2026_53
whoscored,349981,Regan Slater,Hull,hull,hull,new_2026_53
fotmob,933635,Ryan Giles,Hull City,hull city,hull,new_2026_54
whoscored,362831,Ryan Giles,Hull,hull,hull,new_2026_54
fotmob,509151,Oli McBurnie,Hull City,hull city,hull,new_2026_55
whoscored,138695,Oliver McBurnie,Hull,hull,hull,new_2026_55
fotmob,280507,Matt Crooks,Hull City,hull city,hull,new_2026_56
whoscored,105742,Matt Crooks,Hull,hull,hull,new_2026_56
fotmob,1272349,Elliot Stroud,Hull City,hull city,hull,new_2026_57
whoscored,614510,Elliot Stroud,Hull,hull,hull,new_2026_57
fotmob,1231090,Mohamed Belloumi,Hull City,hull city,hull,new_2026_58
whoscored,457802,Mohamed Belloumi,Hull,hull,hull,new_2026_58
fotmob,709148,Lewie Coyle,Hull City,hull city,hull,new_2026_59
whoscored,301415,Lewie Coyle,Hull,hull,hull,new_2026_59
fotmob,1253827,Daniel Jebbison,Bournemouth,bournemouth,bournemouth,new_2026_6
opta,523700,Daniel Jebbison,Bournemouth,bournemouth,bournemouth,new_2026_6
whoscored,415163,Daniel Jebbison,Bournemouth,bournemouth,bournemouth,new_2026_6
fotmob,1686118,Lucas Herrington,Hull City,hull city,hull,new_2026_60
whoscored,606532,Lucas Herrington,Hull,hull,hull,new_2026_60
fotmob,962046,Cody Drameh,Hull City,hull city,hull,new_2026_61
whoscored,414473,Cody Drameh,Hull,hull,hull,new_2026_61
fotmob,932308,Liam Millar,Hull City,hull city,hull,new_2026_62
whoscored,391821,Liam Millar,Hull,hull,hull,new_2026_62
fotmob,575780,Paddy McNair,Hull City,hull city,hull,new_2026_63
whoscored,244565,Paddy McNair,Hull,hull,hull,new_2026_63
fotmob,538112,Matt Targett,Hull City,hull city,hull,new_2026_64
whoscored,136776,Matt Targett,Hull,hull,hull,new_2026_64
fotmob,518500,Dillon Phillips,Hull City,hull city,hull,new_2026_65
fotmob,605262,Kieran Dowell,Hull City,hull city,hull,new_2026_66
fotmob,1137106,Lucas Gourna-Douath,Hull City,hull city,hull,new_2026_67
fotmob,1377949,Jens Hjertø-Dahl,Hull City,hull city,hull,new_2026_68
fotmob,1320949,Emersonn,Ipswich Town,ipswich town,ipswich,new_2026_69
whoscored,429556,Emersonn,Ipswich,ipswich,ipswich,new_2026_69
fotmob,1158512,Juanlu Sánchez,Bournemouth,bournemouth,bournemouth,new_2026_7
opta,494928,Juanlu Sánchez,Bournemouth,bournemouth,bournemouth,new_2026_7
fotmob,789578,Dara O'Shea,Ipswich Town,ipswich town,ipswich,new_2026_70
whoscored,362826,Dara O'Shea,Ipswich,ipswich,ipswich,new_2026_70
fotmob,1073742,Julio Enciso,Ipswich Town,ipswich town,ipswich,new_2026_71
whoscored,417747,Julio Enciso,Ipswich,ipswich,ipswich,new_2026_71
fotmob,1129081,Marcelino Núñez,Ipswich Town,ipswich town,ipswich,new_2026_72
whoscored,417745,Marcelino Núñez,Ipswich,ipswich,ipswich,new_2026_72
fotmob,914402,Jack Clarke,Ipswich Town,ipswich town,ipswich,new_2026_73
whoscored,363516,Jack Clarke,Ipswich,ipswich,ipswich,new_2026_73
fotmob,1265626,Abdul Fatawu,Ipswich Town,ipswich town,ipswich,new_2026_74
whoscored,430985,Abdul Fatawu,Ipswich,ipswich,ipswich,new_2026_74
fotmob,1079103,Jacob Greaves,Ipswich Town,ipswich town,ipswich,new_2026_75
whoscored,381161,Jacob Greaves,Ipswich,ipswich,ipswich,new_2026_75
fotmob,980381,Leif Davis,Ipswich Town,ipswich town,ipswich,new_2026_76
whoscored,366211,Leif Davis,Ipswich,ipswich,ipswich,new_2026_76
fotmob,796398,Kjell Scherpen,Ipswich Town,ipswich town,ipswich,new_2026_77
whoscored,361867,Kjell Scherpen,Ipswich,ipswich,ipswich,new_2026_77
fotmob,728765,Daizen Maeda,Ipswich Town,ipswich town,ipswich,new_2026_78
whoscored,377287,Daizen Maeda,Ipswich,ipswich,ipswich,new_2026_78
fotmob,413158,Chuba Akpom,Ipswich Town,ipswich town,ipswich,new_2026_79
whoscored,122294,Chuba Akpom,Ipswich,ipswich,ipswich,new_2026_79
fotmob,1327406,Álvaro Rodriguez,Bournemouth,bournemouth,bournemouth,new_2026_8
opta,561245,Álvaro Rodríguez,Bournemouth,bournemouth,bournemouth,new_2026_8
fotmob,1343053,Abdoul Ouattara,Ipswich Town,ipswich town,ipswich,new_2026_80
whoscored,433937,Abdoul Ouattara,Ipswich,ipswich,ipswich,new_2026_80
fotmob,1113915,Kasey McAteer,Ipswich Town,ipswich town,ipswich,new_2026_81
whoscored,429531,Kasey McAteer,Ipswich,ipswich,ipswich,new_2026_81
whoscored,426913,Sindre Egeli,Ipswich,ipswich,ipswich,new_2026_82
fotmob,512013,Christian Walton,Ipswich Town,ipswich town,ipswich,new_2026_83
fotmob,609733,Darnell Furlong,Ipswich Town,ipswich town,ipswich,new_2026_84
fotmob,760398,Cédric Kipré,Ipswich Town,ipswich town,ipswich,new_2026_85
fotmob,1287056,Cameron Humphreys,Ipswich Town,ipswich town,ipswich,new_2026_86
fotmob,1307961,Sindre Walle Egeli,Ipswich Town,ipswich town,ipswich,new_2026_87
fotmob,517346,Nico Elvedi,Leeds United,leeds united,leeds,new_2026_88
opta,173774,Nico Elvedi,Leeds,leeds,leeds,new_2026_88
fotmob,1250485,Tarik Muharemovic,Leeds United,leeds united,leeds,new_2026_89
opta,522047,Tarik Muharemovic,Leeds,leeds,leeds,new_2026_89
whoscored,439533,Tarik Muharemovic,Leeds,leeds,leeds,new_2026_89
fotmob,1572340,Jannik Schuster,Brentford,brentford,brentford,new_2026_9
opta,513086,Jannik Schuster,Brentford,brentford,brentford,new_2026_9
fotmob,1473534,Jérémy Jacquet,Liverpool,liverpool,liverpool,new_2026_90
opta,606702,Jérémy Jacquet,Liverpool,liverpool,liverpool,new_2026_90
whoscored,468827,Jérémy Jacquet,Liverpool,liverpool,liverpool,new_2026_90
opta,214285,Kostas Tsimikas,Liverpool,liverpool,liverpool,new_2026_91
fotmob,1364042,Lewis Koumas,Liverpool,liverpool,liverpool,new_2026_92
opta,514514,Lewis Koumas,Liverpool,liverpool,liverpool,new_2026_92
whoscored,492374,Lewis Koumas,Liverpool,liverpool,liverpool,new_2026_92
fotmob,921253,Ronald Araujo,Liverpool,liverpool,liverpool,new_2026_93
opta,445087,Ronald Araujo,Liverpool,liverpool,liverpool,new_2026_93
whoscored,384711,Ronald Araujo,Liverpool,liverpool,liverpool,new_2026_93
fotmob,1553105,Víctor Muñoz,Liverpool,liverpool,liverpool,new_2026_94
opta,551499,Víctor Muñoz,Liverpool,liverpool,liverpool,new_2026_94
whoscored,548106,Víctor Muñoz,Liverpool,liverpool,liverpool,new_2026_94
fotmob,245555,Gerónimo Rulli,Manchester City,manchester city,manchester city,new_2026_95
fotmob,696365,Marcus Rashford,Manchester United,manchester united,manchester united,new_2026_96
opta,176297,Marcus Rashford,Manchester United,manchester united,manchester united,new_2026_96
whoscored,300299,Marcus Rashford,Manchester United,manchester united,manchester united,new_2026_96
fotmob,1695681,Aladji Bamba,Newcastle United,newcastle united,newcastle,new_2026_97
opta,632794,Aladji Bamba,Newcastle,newcastle,newcastle,new_2026_97
whoscored,546589,Aladji Bamba,Newcastle,newcastle,newcastle,new_2026_97
fotmob,958010,Amar Dedic,Newcastle United,newcastle united,newcastle,new_2026_98
opta,463726,Amar Dedic,Newcastle,newcastle,newcastle,new_2026_98
whoscored,418203,Amar Dedic,Newcastle,newcastle,newcastle,new_2026_98
fotmob,1624586,Bazoumana Touré,Newcastle United,newcastle united,newcastle,new_2026_99
opta,611665,Bazoumana Touré,Newcastle,newcastle,newcastle,new_2026_99
opta,572584,Abdoul Ouattara,,,,
opta,531442,Abdul Fatawu,,,,
opta,539142,Aurèle Amenda,,,,
opta,461102,Bobby Thomas,,,,
opta,230730,Brandon Thomas-Asante,,,,
opta,661888,Caleb Yirenkyi,,,,
opta,524180,Cameron Humphreys,,,,
opta,472739,Carl Rushworth,,,,
opta,147675,Chuba Akpom,,,,
opta,433590,Cody Drameh,,,,
opta,183015,Cédric Kipré,,,,
opta,442967,Daizen Maeda,,,,
opta,216616,Dara O'Shea,,,,
opta,176420,Darnell Furlong,,,,
opta,608227,Elliot Stroud,,,,
opta,218997,Ellis Simms,,,,
opta,543968,Emersonn,,,,
opta,196100,Gustavo Hamer,,,,
opta,443261,Jack Clarke,,,,
opta,480457,Jack Rudoni,,,,
opta,449429,Jacob Greaves,,,,
opta,173878,Jay Dasilva,,,,
opta,552946,Jens Hjertø-Dahl,,,,
opta,204813,Joel Latibeaudiere,,,,
opta,108416,John Egan,,,,
opta,439668,Josh Eccles,,,,
opta,474120,Julio Enciso,,,,
opta,461587,Kasey McAteer,,,,
opta,171270,Kieran Dowell,,,,
opta,240514,Kjell Scherpen,,,,
opta,473284,Konstantinos Tzolakis,,,,
opta,455084,Leif Davis,,,,
opta,193278,Lewie Coyle,,,,
opta,436761,Liam Kitching,,,,
opta,232905,Liam Millar,,,,
opta,469266,Lucas Gourna-Douath,,,,
opta,597462,Lucas Herrington,,,,
opta,501390,Marcelino Núñez,,,,
opta,101282,Matt Crooks,,,,
opta,168144,Matt Grimes,,,,
opta,169359,Matt Targett,,,,
opta,451284,Milan van Ewijk,,,,
opta,540324,Mohamed Belloumi,,,,
opta,606930,Nobel Mendy,,,,
opta,169432,Oliver McBurnie,,,,
opta,160817,Paddy McNair,,,,
opta,243413,Regan Slater,,,,
opta,232351,Ryan Giles,,,,
opta,146426,Semi Ajayi,,,,
opta,557012,Sindre Egeli,,,,
opta,501459,Tatsuhiro Sakamoto,,,,
opta,226965,Victor Torp,,,,
