canonical_id,name,team,opta_id,whoscored_id,fotmob_id,has_fotmob,has_whoscored,goals,xg,shots,shots_on_target,np_xg,assists,xa,chances_created,passes,successful_passes,tackles,interceptions,recoveries,blocks,clearances,ground_duels,ground_duels_won,aerial_duels,aerial_duels_won,fouls_commited,pens_conceded,offsides,goals_conceded,saves_made,goals_prevented,xgot_conceded,np_goals,np_shots,np_shots_on_target,ogs,goals_vs_xg,shot_conv,xg_per_shot,np_goals_vs_xg,np_shot_conv,np_xg_per_shot,pass_perc,ground_duel_perc,aerial_duel_perc,chances_per_100_pass,save_perc,goals_prevented_rate,yellows,reds,through_balls,successful_through_balls,op_crosses,successful_op_crosses,op_chances_created,op_assists,through_ball_perc,cross_perc,chances_sp_op_ratio,total_final_third_passes,successful_final_third_passes,ft_pass_perc,carries_STILL_COMBINED_R1R2,carry_distance_STILL_COMBINED_R1R2,progressive_carries_STILL_COMBINED_R1R2,progressive_distance_STILL_COMBINED_R1R2,shot_ending_STILL_COMBINED_R1R2,goal_ending_STILL_COMBINED_R1R2,chance_ending_STILL_COMBINED_R1R2,assist_ending_STILL_COMBINED_R1R2,dist_per_carry_STILL_COMBINED_R1R2,dist_per_progressive_carry_STILL_COMBINED_R1R2,op_xa_STILL_COMBINED_R1R2
513956,Alberto Moleiro,Villarreal,513956,448211,1184694,True,True,0.0,0.0,0.0,0.0,0.0,1.0,0.17,2.0,27.0,26.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,96.29629629629629,0.0,0.0,7.4074074074074066,,,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,,0.0,0.0,1.0,1.0,100.0,17.0,177.291,11.0,111.825,0.0,0.0,1.0,0.0,10.429,10.166,0.192
654780,Alberto Risco,Getafe,654780,523331,1637438,True,True,0.0,0.02,1.0,0.0,0.02,0.0,0.0,0.0,4.0,3.0,2.0,0.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.02,0.0,0.02,-0.02,0.0,0.02,75.0,50.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4.0,43.99,2.0,19.845,0.0,0.0,0.0,0.0,10.998,9.922,0.002
199250,Aleix Febas,Elche,199250,381643,671686,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,19.0,200.136,8.0,89.25,0.0,0.0,0.0,0.0,10.533,11.156,0.048
244273,Alejandro Catena,Osasuna,244273,374638,814663,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,92.0,84.0,0.0,3.0,10.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,91.30434782608695,50.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,16.0,11.0,68.75,10.0,118.973,7.0,79.905,0.0,0.0,1.0,0.0,11.897,11.415,0.032
new_2026_8,Alejandro Grimaldo,Atlético de Madrid,106004,107252,288406,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,17.0,180.428,10.0,85.995,1.0,0.0,0.0,0.0,10.613,8.6,0.033
631986,Alejandro Rego,Athletic Club,631986,,1425769,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483116,Alemão,Rayo Vallecano,483116,436617,924300,True,True,0.0,0.19,1.0,1.0,0.19,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.19,0.0,0.19,-0.19,0.0,0.19,100.0,40.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1.0,100.0,1.0,5.49,0.0,-4.2,0.0,0.0,0.0,0.0,5.49,0.0,0.002
195385,Alex Berenguer,Athletic Club,195385,238899,574629,True,True,0.0,0.03,1.0,0.0,0.03,0.0,0.05,2.0,9.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.03,0.0,0.03,-0.03,0.0,0.03,33.33333333333333,50.0,,22.22222222222222,,,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,100.0,0.0,2.0,0.0,0.0,24.0,316.326,14.0,137.445,2.0,0.0,0.0,0.0,13.18,9.817,0.049
484917,Alex Freeman,Villarreal,484917,440159,1338696,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,100.0,,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,,,1.0,9.062,1.0,8.505,0.0,0.0,0.0,0.0,9.062,8.505,0.0
627656,Alex Lebarbier,Real Sociedad,627656,,1426185,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634254,Alex Marchal,Real Sociedad,634254,546574,1721611,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,5.0,50.827,3.0,36.12,0.0,0.0,0.0,0.0,10.165,12.04,0.066
643319,Alex Panach,Valencia,643319,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
new_2026_138,Alexis Ciria,Real Madrid,704994,,1707940,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631382,Ali Houary,Elche,631382,508339,1670281,True,True,0.0,0.45,3.0,1.0,0.45,0.0,0.03,2.0,41.0,36.0,2.0,0.0,4.0,0.0,0.0,11.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,-0.45,0.0,0.15,-0.45,0.0,0.15,87.8048780487805,45.45454545454545,0.0,4.878048780487805,,,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,25.0,254.625,9.0,68.46,1.0,0.0,1.0,0.0,10.185,7.607,0.046
new_2026_152,Aliou Dieng,Valencia CF,449576,431121,723148,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,50.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,,,4.0,30.977,3.0,15.855,0.0,0.0,0.0,0.0,7.744,5.285,0.002
471138,Ander Barrenetxea,Real Sociedad,471138,367857,1002618,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,80.0,66.66666666666666,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,13.0,156.332,6.0,106.575,1.0,0.0,0.0,0.0,12.026,17.762,0.037
431644,Ander Guevara,Alaves,431644,344120,873827,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,100.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
135363,Andreas Christensen,Barcelona,135363,130331,449232,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,15.0,139.705,9.0,62.475,0.0,0.0,0.0,0.0,9.314,6.942,0.005
466543,Andrei Ratiu,Rayo Vallecano,466543,372331,970578,True,True,0.0,0.06,1.0,0.0,0.06,0.0,0.0,1.0,26.0,16.0,0.0,1.0,7.0,0.0,3.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.06,0.0,0.06,-0.06,0.0,0.06,61.53846153846154,66.66666666666666,0.0,3.8461538461538463,,,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,,0.0,0.0,3.0,3.0,100.0,24.0,352.201,15.0,214.725,0.0,0.0,0.0,0.0,14.675,14.315,0.021
247636,André Almeida,Valencia,247636,,777028,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562922,Andrés Castrín,Sevilla,562922,448284,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,117.03,5.0,66.57,0.0,0.0,1.0,0.0,9.002,13.314,0.009
new_2026_65,Andrés García,Getafe,606798,469329,1430406,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.0,24.0,21.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,87.5,25.0,0.0,4.166666666666666,,,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,26.0,326.204,10.0,135.03,1.0,0.0,0.0,0.0,12.546,13.503,0.022
94273,Ante Budimir,Osasuna,94273,98126,251269,True,True,1.0,1.34,4.0,2.0,0.56,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,-0.3400000000000001,25.0,0.335,-0.56,0.0,0.18666666666666668,50.0,100.0,33.33333333333333,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,11.664,1.0,8.715,0.0,0.0,0.0,0.0,11.664,8.715,0.0
new_2026_16,Anthony Gordon,Barcelona,232826,349669,906937,True,True,0.0,0.32,2.0,0.0,0.32,0.0,0.25,1.0,22.0,19.0,1.0,0.0,3.0,0.0,1.0,9.0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.32,0.0,0.16,-0.32,0.0,0.16,86.36363636363636,55.55555555555556,100.0,4.545454545454546,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,3.0,2.0,66.66666666666666,4.0,71.042,4.0,59.43,1.0,0.0,2.0,2.0,17.76,14.858,0.327
437465,Antonio Blanco,Alaves,437465,409467,845998,True,True,0.0,0.07,3.0,0.0,0.07,0.0,0.02,1.0,42.0,39.0,1.0,1.0,2.0,0.0,1.0,10.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.07,0.0,0.023333333333333334,-0.07,0.0,0.023333333333333334,92.85714285714286,20.0,100.0,2.380952380952381,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,3.0,2.0,66.66666666666666,20.0,203.804,11.0,117.18,0.0,0.0,1.0,0.0,10.19,10.653,0.031
102380,Antonio Rüdiger,Real Madrid,102380,,276738,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176245,Antonio Sivera,Alaves,176245,141044,530468,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,15.0,0.0,0.0,14.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,,,0.0,,,71.42857142857143,,,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,1.0,25.0,,,,,,,,,,,
467169,Antony,Real Betis,467169,364315,967622,True,True,0.0,0.08,4.0,1.0,0.08,0.0,0.12,1.0,51.0,42.0,2.0,0.0,4.0,0.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,-0.08,0.0,0.02,-0.08,0.0,0.02,82.35294117647058,83.33333333333334,,1.9607843137254901,,,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,,33.33333333333333,0.0,,,,39.0,516.369,30.0,359.31,4.0,0.0,2.0,0.0,13.24,11.977,0.547
520250,Arda Güler,Real Madrid,520250,415181,1253890,True,True,0.0,0.04,2.0,1.0,0.04,0.0,0.38,5.0,46.0,41.0,2.0,0.0,6.0,0.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,-0.04,0.0,0.02,-0.04,0.0,0.02,89.13043478260869,57.14285714285714,,10.869565217391305,,,0.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,100.0,,0.0,6.0,4.0,66.66666666666666,29.0,370.001,13.0,75.915,0.0,0.0,2.0,0.0,12.759,5.84,0.849
new_2026_9,Arnau Ortiz,Atlético de Madrid,552095,444251,1297989,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.16,3.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,71.42857142857143,40.0,0.0,42.857142857142854,,,0.0,0.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,100.0,0.0,,,,6.0,106.094,5.0,77.28,0.0,0.0,1.0,0.0,17.682,15.456,0.163
220307,Arnaut Danjuma,Valencia,220307,323625,704151,True,True,0.0,0.08,2.0,1.0,0.08,0.0,0.0,0.0,7.0,5.0,1.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,-0.08,0.0,0.04,-0.08,0.0,0.04,71.42857142857143,40.0,,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,11.0,150.968,5.0,65.52,3.0,0.0,0.0,0.0,13.724,13.104,0.027
new_2026_146,Arouna Sangante,Sevilla,509285,486031,1244272,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,39.0,1.0,3.0,3.0,0.0,4.0,3.0,1.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,82.97872340425532,33.33333333333333,100.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,4.0,1.0,25.0,20.0,210.247,10.0,82.74,0.0,0.0,0.0,0.0,10.512,8.274,0.005
475612,Arsen Zakharyan,Real Sociedad,475612,400185,1175610,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,13.971,1.0,13.965,0.0,0.0,0.0,0.0,13.971,13.965,0.001
646142,Asier Osambela,Osasuna,646142,518928,1431121,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,78.0,66.0,1.0,1.0,3.0,0.0,4.0,5.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,84.61538461538461,20.0,100.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,12.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173209,Augusto Batalla,Rayo Vallecano,173209,303629,621415,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,20.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-0.2,1.8,0.0,0.0,0.0,0.0,0.0,,,0.0,,,57.14285714285714,,,0.0,50.0,-0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,11.0,4.0,36.36363636363637,,,,,,,,,,,
146941,Aymeric Laporte,Athletic Club,146941,122117,411617,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,31.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,91.17647058823529,33.33333333333333,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,1.0,33.33333333333333,11.0,112.149,9.0,89.67,0.0,0.0,0.0,0.0,10.195,9.963,0.098
